app_year,companyno,companyname,scompanyno,controlno,city,town,companyaddr,ccksicco1,sicname1,co2,ch4,n2o,hfcs,pfcs,sf6,nf3,tot2,tot,cause,check_yn,cityno,townno
111,22099131,台灣積體電路製造股份有限公司15廠,0012,L95A2041,台中市,大雅區,台中市大雅區科雅六路一號,2611,積體電路製造業,20749.8256,136.0175,146106.9328,480.6537,10760.5975,208.3744,42824.05,846613.2952,1067879.751,依法申報,是,,
111,22099131,台灣積體電路製造股份有限公司先進封測二廠,0011,R90A1360,台南市,善化區,"南科七路 18 之 1 號",2613,半導體封裝及測試業,2597.3242,24.7350,7978.3564,339.5983,6030.6767,596.0805,12176.38,96008.3033,125751.455,依法申報,是,,
111,22099131,台灣積體電路製造股份有限公司十四廠,0010,R9001677,台南市,善化區,台南市善化區南科北路1-1號,2611,積體電路製造業,18966.0602,138.4825,135571.5568,8280.8832,62965.5135,1950.8820,41894.03,738754.9612,1008522.378,依法申報,是,,
111,22099131,台灣積體電路製造股份有限公司十二廠四期/五期,0009,J63A1056,新竹縣,寶山鄉,新竹科學園區園區二路168號,2611,積體電路製造業,9116.2902,132.2350,25670.1881,92.3233,1929.0909,28.3940,8267.09,306703.5840,351939.204,依法申報,是,,
111,22099131,台灣積體電路製造股份有限公司十二廠研新廠,0008,J63A0107,新竹縣,寶山鄉,研新二路六號,2611,積體電路製造業,3519.0455,168.1575,10206.5434,6609.8696,14316.7601,852.4403,1240.48,136878.7313,173792.032,依法申報,是,,
111,22099131,台灣積體電路製造股份有限公司十二廠,0007,O1709308,新竹市,東區,新竹市東區新竹市科學工業園區力行六路8號,2611,積體電路製造業,4732.0761,168.7700,31996.6951,1545.2579,14735.6729,3093.4841,12943.33,269729.8560,338945.149,依法申報,是,,
111,22099131,台灣積體電路製造股份有限公司八廠,0006,O1713311,新竹市,東區,新竹市東區力行路25號,2611,積體電路製造業,5189.5312,2.3125,14907.6085,17005.4244,44891.1413,2559.6648,10162.49,181040.6144,275758.792,依法申報,是,,
111,22099131,台灣積體電路製造股份有限公司六廠,0005,R9004230,台南市,善化區,台南市善化區南科北路1號,2611,積體電路製造業,2916.8849,66.9050,51011.7971,12852.0700,53408.0486,4113.8737,18169.55,189085.1490,331624.288,依法申報,是,,
111,22099131,台灣積體電路製造股份有限公司五廠,0004,J6301447,新竹縣,寶山鄉,新竹科學園區園區三路121號,2611,積體電路製造業,3705.0183,1.7825,12081.5994,9305.6848,16789.2805,1818.1977,12096.17,95964.4457,151762.180,依法申報,是,,
111,22099131,台灣積體電路製造股份有限公司三廠3E廠,0003,J6300324,新竹縣,寶山鄉,新竹科學工業園區研新二路6號,2611,積體電路製造業,2768.3054,30.1600,74.5894,124.6400,4556.8875,2233.8482,948.08,63428.7607,74165.272,依法申報,是,,
111,22099131,台灣積體電路製造股份有限公司三廠,0002,J6301107,新竹縣,寶山鄉,新竹縣寶山鄉新竹科學工業園區研新一路9號,2611,積體電路製造業,2855.3803,65.9850,15688.2939,14525.5933,27390.8852,16937.4598,15070.26,165970.7280,258504.590,依法申報,是,,
111,22099131,台灣積體電路製造股份有限公司二廠,0001,J6300557,新竹縣,寶山鄉,新竹科學工業園區園區三路121號,2611,積體電路製造業,2461.6536,1.1700,4614.1375,3292.6370,20797.2033,13031.4546,2542.62,75145.5703,121886.449,依法申報,是,,
111,22099110,台灣茂矽電子股份有限公司,0001,O1704812,新竹市,東區,新竹市科學工業園區研新一路1號,2611,積體電路製造業,53.4728,55.9175,1267.3940,1424.3798,139619.1169,3939.8400,2538.72,48420.0273,197318.868,依法申報,是,,
111,20939460,立安東化工股份有限公司三義廠,0001,k8000366,苗栗縣,三義鄉,鯉魚潭村鯉魚口99號,1810,基本化學材料製造業,56863.1508,43.5975,95.9858,4.1760,0.0000,0.0000,0.00,13102.4535,70109.364,依法申報,是,,
111,20927014,大統益股份有限公司,0000,R9701056,台南市,官田區,二鎮里工業西路32號,0840,食用油脂製造業,29397.2529,25.4650,19.5488,102.8604,0.0000,0.0000,0.00,64871.3879,94416.515,依法申報,是,,
111,20844865,台灣苯乙烯工業股份有限公司高雄廠,0001,S1900658,高雄市,林園區,工業一路7號,1820,石油化工原料製造業,199372.1995,80.8300,206.7226,23.3209,0.0000,0.0000,0.00,28712.3760,228395.449,依法申報,是,,
111,25049986,臺群工業股份有限公司,0001,H42A3066,桃園市,桃園區,西埔里４鄰富國路950號,1140,印染整理業,16543.2451,24.7850,76.6158,5.6036,0.0000,0.0000,0.00,4731.8040,21382.054,依法申報,是,,
111,24877199,群浤科技股份有限公司仁義廠,0000,J59B2582,新竹縣,湖口鄉,仁義路10號之一,2630,印刷電路板製造業,973.5815,95.3750,1.0132,54.7512,0.0000,0.0000,0.00,33336.4680,34461.189,依法申報,是,,
111,24548079,台灣科慕股份有限公司觀音廠,0001,H53A6653,桃園市,觀音區,成功路二段566號,1810,基本化學材料製造業,104611.3191,46.6050,12.7246,10416.8014,0.0000,25.0800,0.00,137501.2692,252613.799,依法申報,是,,
111,24410807,友達晶材股份有限公司后里廠,0000,B9200124,台中市,后里區,臺中市后里區后科路二段三三五號,2649,其他光電材料及元件製造業,23.5213,66.7000,0.0298,59.2992,0.0000,0.0000,0.00,52202.0674,52351.618,依法申報,是,,
111,24004006,三陽工業股份有限公司新竹廠,0001,J5901747,新竹縣,湖口鄉,中華路3號,3121,機車製造業,10421.2603,178.4250,55.9644,70.6802,0.0000,0.0000,0.00,23019.5335,33745.863,依法申報,是,,
111,24001900,日皓造紙工業股份有限公司觀音廠,0001,H5302063,桃園市,觀音區,國建三路5號,1512,紙漿製造業,20169.2604,2.6450,38.2632,49.5816,0.0000,0.0000,0.00,19357.1673,39616.918,依法申報,是,,
111,23827741,三義化學工業(股)公司桃園海湖廠,0000,H4603972,桃園市,蘆竹區,濱海里海山中街85號,1810,基本化學材料製造業,4929.2228,4.6475,0.8642,5.6584,0.0000,2.2800,0.00,82608.1053,87550.778,依法申報,是,,
111,23826736,福懋科技股份有限公司,0001,P4602196,雲林縣,斗六市,雲林縣斗六市榴中里河南街三二九號,2613,半導體封裝及測試業,765.0820,234.3450,11.8008,943.1992,0.0000,0.0000,0.00,127559.7413,129514.168,依法申報,是,,
111,23535435,欣興電子股份有限公司楊梅廠,0014,H45C0110,桃園市,楊梅區,桃園市楊梅區永平里梅獅路一段四二六巷六六號、六八號、七○號,2630,印刷電路板製造業,1558.5505,109.9425,0.9238,1034.8988,0.0000,0.0000,0.00,54703.4400,57407.756,依法申報,是,,
111,23535435,欣興電子股份有限公司新豐一廠,0013,J61A1452,新竹縣,新豐鄉,新竹縣新豐鄉中崙村二八九、二九○號,2630,印刷電路板製造業,7320.4674,264.4200,5.9302,310.5929,0.0000,0.0000,0.00,130375.9586,138277.369,依法申報,是,,
111,23535435,欣興電子股份有限公司大園廠,0012,H47A8358,桃園市,大園區,桃園市大園區內海里民權路五號,2630,印刷電路板製造業,834.3392,73.2750,0.4470,336.5570,0.0000,0.0000,0.00,30774.2130,32018.831,依法申報,是,,
111,23535435,欣興電子股份有限公司蘆竹二廠,0011,H46A1149,桃園市,蘆竹區,桃園市蘆竹區山鼻里南山路二段四七○巷二一號,2630,印刷電路板製造業,940.8452,76.1925,0.5364,13.9764,0.0000,0.0000,0.00,30416.7600,31448.311,依法申報,是,,
111,23535435,欣興電子股份有限公司精密載板事業部三廠,0010,H4887978,桃園市,龜山區,桃園市龜山區山頂里山鶯路一七三之一、一七三之二、一七一之二、一七三之八號,2630,印刷電路板製造業,2165.2445,141.2150,1.2814,72.0686,0.0000,0.0000,0.00,67265.7133,69645.523,依法申報,是,,
111,23535435,欣興電子股份有限公司精密載板事業部二廠,0004,H48A7682,桃園市,龜山區,桃園市龜山區山頂里山鶯路一七三、一七三之九號,2630,印刷電路板製造業,2582.5045,146.1525,1.5198,117.0522,0.0000,0.0000,0.00,61393.8563,64241.085,依法申報,是,,
111,23535435,欣興電子股份有限公司精密載板事業部一廠,0003,H4889310,桃園市,龜山區,桃園市龜山區山頂里山鶯路一七五、一七五之一號,2630,印刷電路板製造業,1699.0159,153.6275,1.0430,25.5959,0.0000,0.0000,0.00,37464.8167,39344.099,依法申報,是,,
111,23535435,欣興電子股份有限公司山鶯二廠,0002,H48B6522,桃園市,龜山區,桃園市龜山區山頂里山鶯路一六九號、一六九之二號,2630,印刷電路板製造業,9.8574,69.1600,0.0298,731.0190,0.0000,0.0000,0.00,31207.3740,32017.440,依法申報,是,,
111,23535435,欣興電子股份有限公司山鶯一廠,0001,H4806222,桃園市,龜山區,桃園市龜山區山頂里山鶯路一七七、一七九號,2630,印刷電路板製造業,2093.2724,203.6800,5.7216,27.3190,0.0000,0.0000,0.00,51579.8034,53909.796,依法申報,是,,
111,23531178,合興石化工業股份有限公司林園廠,0001,S1901002,高雄市,林園區,高雄市林園區石化二路2號,1990,其他化學製品製造業,24017.9375,18.6425,23.4228,0.0000,0.0000,0.0000,0.00,26648.8533,50708.856,依法申報,是,,
111,23503047,上銀科技股份有限公司-雲科廠,0001,P4607940,雲林縣,斗六市,雲林縣斗六市雲林縣斗六市虎溪里雲科路三段一二八號,2919,其他金屬加工用機械設備製造業,14.8783,111.6875,0.2384,1195.5272,0.0000,0.0000,0.00,43902.6727,45225.004,依法申報,是,,
111,23418128,泓達化工股份有限公司燕巢廠,0001,S2603498,高雄市,燕巢區,角宿里中興路九二二號,1841,合成樹脂及塑膠製造業,16545.2238,15.2325,11.5028,5.1273,0.0000,0.0000,0.00,9707.4074,26284.494,依法申報,是,,
111,23313356,銓盟企業股份有限公司,0001,H5300363,桃園市,觀音區,桃園市觀音區新富路1560號,1140,印染整理業,24824.4406,12.8175,118.6040,0.0000,0.0000,0.0000,0.00,4615.7760,29571.638,依法申報,是,,
111,23221384,中鋼碳素化學股份有限公司,0001,E5601437,高雄市,小港區,中林路42號,1810,基本化學材料製造業,31103.4110,21.9275,12.7544,157.8685,0.0000,0.0000,0.00,59078.7174,90374.679,依法申報,是,,
111,23218395,燁聯鋼鐵股份有限公司,0001,S1601990,高雄市,岡山區,高雄市岡山區興隆街600號,2411,鋼鐵冶鍊業,239000.1804,302.8200,137.9144,207.9060,0.0000,0.0000,0.00,330488.0900,570136.911,依法申報,是,,
111,23218022,矽格股份有限公司湖口廠,0001,J59A1389,新竹縣,湖口鄉,勝利村四維路一號,2613,半導體封裝及測試業,60.3560,149.8425,0.9238,48.4536,0.0000,0.0000,0.00,41956.9920,42216.568,依法申報,是,,
111,23145632,帆宣系統科技股份有限公司,0001,J5909823,新竹縣,湖口鄉,勝利村22鄰光復南路35號,2928,電子及半導體生產用機械設備製造業,45.3171,9.1050,1.5496,0.0000,25.0652,0.0000,0.00,744.5774,825.614,依法申報,是,,
111,22956507,遠東氣體工業股份有限公司永安工廠,0001,S3200955,高雄市,永安區,新興路121號,1810,基本化學材料製造業,14.0739,1.5275,0.3576,1.2870,0.0000,0.0000,0.00,37720.7820,37738.028,依法申報,是,,
111,22853994,台灣寶理塑膠股份有限公司大發廠,0001,S2000424,高雄市,大寮區,高雄市大寮區潮寮里建業路一三號,1841,合成樹脂及塑膠製造業,6287.9195,16.2575,0.8940,18.5832,0.0000,0.0000,0.00,106169.6032,112493.257,依法申報,是,,
111,22822748,聯成鋼鐵股份有限公司桃園廠,0001,H5200617,桃園市,新屋區,桃園市新屋區石磊里4鄰中華路996號,2411,鋼鐵冶鍊業,31736.9866,17.3425,8.8804,5.0340,0.0000,0.0000,0.00,65840.1480,97608.392,依法申報,是,,
111,22822281,廣達電腦股份有限公司總廠,0001,H4895112,桃園市,龜山區,桃園市龜山區文化二路188號,2711,電腦製造業,0.0000,239.0575,0.0000,235.2418,0.0000,0.0000,0.00,29597.0400,30071.339,依法申報,是,,
111,22817999,宏遠興業股份有限公司,0001,R0500240,台南市,山上區,明和里256號,1140,印染整理業,68078.5300,302.9450,303.8408,89.7840,0.0000,0.0000,0.00,60181.7931,128956.893,依法申報,是,,
111,22663571,福隆玻璃纖維股份有限公司,0001,Q6901613,嘉義縣,民雄鄉,嘉義縣民雄鄉民雄工業區中華路89號,2313,玻璃纖維製造業,21531.4481,38.5550,10.9366,183.3690,0.0000,0.0000,0.00,30977.1000,52741.409,依法申報,是,,
111,16096852,和平電力股份有限公司和平火力發電廠,0001,U0100258,花蓮縣,秀林鄉,花蓮縣秀林鄉和平村和工二路七號,3510,電力供應業,7305020.9904,41140.2000,34382.4056,271.4902,0.0000,0.0000,0.00,749.6280,7381564.714,依法申報,是,,
111,16096804,南亞電路板股份有限公司樹林一廠,0002,F07B5260,新北市,樹林區,新北市樹林區東山里味王街五七號,2630,印刷電路板製造業,7.0085,62.7375,0.0298,1068.0410,443.4000,0.0000,0.00,28263.3418,29844.559,依法申報,是,,
111,16096804,南亞電路板股份有限公司錦興廠,0001,H4605074,桃園市,蘆竹區,長興里南崁路一段三三四、三三六、三三八號,2630,印刷電路板製造業,152.3871,605.5725,1.5198,3306.1332,3741.5570,0.0000,0.00,449225.4321,457032.602,依法申報,是,,
111,12205020,中環股份有限公司林口三廠,0001,H4809607,桃園市,龜山區,文化村華亞三路50號,2740,資料儲存媒體製造業,9.4999,44.9025,0.1788,15.2598,0.0000,0.0000,0.00,69337.1841,69407.025,依法申報,是,,
111,11917107,台灣聚合化學品股份有限公司高雄廠,0001,S2201056,高雄市,仁武區,高雄市仁武區鳳仁路330號,1810,基本化學材料製造業,25071.7313,37.8475,9.9234,388.2604,0.0000,0.0000,0.00,114342.6240,139850.387,依法申報,是,,
111,11914002,台灣玻璃工業股份有限公司鹿港平板廠,0006,N08A1098,彰化縣,鹿港鎮,彰化縣鹿港鎮鹿工路11號,2311,平板玻璃及其製品製造業,124379.2798,78.4600,138.8084,19.9692,0.0000,0.0000,0.00,16549.2410,141165.758,依法申報,是,,
111,11914002,台灣玻璃工業股份有限公司台中廠平板三場,0005,L9100563,台中市,梧棲區,台中市梧棲區自立三街220號,2311,平板玻璃及其製品製造業,41162.7614,46.0275,77.7184,106.3982,0.0000,0.0000,0.00,22836.3300,64229.236,依法申報,是,,
111,11914002,台灣玻璃工業股份有限公司台中廠,0004,L9100198,台中市,梧棲區,台中市梧棲區自強路377號,2311,平板玻璃及其製品製造業,82758.9184,89.5625,120.1834,5.1656,0.0000,0.0000,0.00,23693.5428,106667.373,依法申報,是,,
111,11914002,台灣玻璃工業股份有限公司新竹廠,0003,O1703351,新竹市,香山區,中華路四段470號,2312,玻璃容器製造業,112994.1388,208.2450,199.0342,132.3792,0.0000,0.0000,0.00,41909.4312,155443.228,依法申報,是,,
111,11914002,台灣玻璃工業股份有限公司鹿港廠,0002,N0803765,彰化縣,鹿港鎮,鹿工路11號,2313,玻璃纖維製造業,26722.0205,141.0400,14.9298,1129.4680,0.0000,0.0000,0.00,69883.3031,97890.761,依法申報,是,,
111,11914002,台灣玻璃工業股份有限公司桃園廠,0001,H5300916,桃園市,觀音區,樹林村經建五路1號,2313,玻璃纖維製造業,38922.2501,62.8225,20.4130,2675.0172,0.0000,0.0000,0.00,58863.0240,100543.527,依法申報,是,,
111,11913502,台灣水泥股份有限公司蘇澳廠,0003,G3200778,宜蘭縣,蘇澳鎮,宜蘭縣蘇澳鎮長安里永昌路46號,2331,水泥製造業,1106275.6640,161.9025,1833.2960,10.4400,0.0000,0.0000,0.00,65228.2640,1173509.567,依法申報,是,,
111,11913502,台灣水泥股份有限公司和平分公司和平廠,0001,U0100187,花蓮縣,秀林鄉,和平村和平263號,2331,水泥製造業,3197750.2649,545.0825,5808.7948,4.0584,0.0000,0.0000,0.00,141055.6651,3345163.866,依法申報,是,,
111,11912102,臺灣紙業股份有限公司新營紙廠,0001,R8400416,台南市,新營區,南紙街94號,1810,基本化學材料製造業,6076.2154,14.7600,5.1256,377.6991,0.0000,36.4800,0.00,22047.7992,28558.079,依法申報,是,,
111,11893409,台達化學工業股份有限公司林園廠,0001,S1900630,高雄市,林園區,工業一路5號,1841,合成樹脂及塑膠製造業,5333.7065,21.2125,9.6850,1240.1041,0.0000,0.0000,0.00,31738.4276,38343.136,依法申報,是,,
111,11833698,台豐印刷電路工業股份有限公司新竹第一工廠,0001,J5902468,新竹縣,湖口鄉,鳳山村光復路八一號,2630,印刷電路板製造業,1077.1569,48.0600,0.8940,66.8160,0.0000,0.0000,0.00,35977.0059,37169.933,依法申報,是,,
111,11820053,台灣史谷脫紙業股份有限公司新營廠,0001,R8400372,台南市,新營區,台南市新營區太子路321號,1591,家庭及衛生用紙製造業,12518.3260,26.6825,6.6454,62.7414,0.0000,0.0000,0.00,18820.8900,31435.285,依法申報,是,,
111,11768704,義美食品股份有限公司南崁廠,0001,H4602199,桃園市,蘆竹區,長興村南工路一段11號,0891,烘焙炊蒸食品製造業,15402.5856,178.3700,9.5062,5636.8330,0.0000,0.0000,0.00,32168.6640,53395.959,依法申報,是,,
111,11686106,華夏海灣塑膠股份有限公司頭份廠,0001,K7200933,苗栗縣,頭份市,苗栗縣頭份市田寮里17鄰民族路571號,1810,基本化學材料製造業,32394.1507,71.2725,46.1900,343.2000,0.0000,0.0000,0.00,83295.6498,116150.463,依法申報,是,,
111,11520909,南港輪胎股份有限公司新豐廠,0001,J6100762,新竹縣,新豐鄉,新竹縣新豐鄉員山村新興路399號,2101,輪胎製造業,12254.7411,93.6125,14.8404,319.8816,0.0000,0.0000,0.00,26862.4750,39545.551,依法申報,是,,
111,11384806,長春石油化學股份有限公司苗栗二廠,0004,K6801123,苗栗縣,苗栗市,文聖里文山245號,1810,基本化學材料製造業,90590.1534,114.0750,66.3050,3395.8816,0.0000,0.0000,0.00,843194.5144,937360.929,依法申報,是,,
111,11384806,長春石油化學股份有限公司麥寮廠,0003,P5805753,雲林縣,麥寮鄉,台塑工業園區26號,1990,其他化學製品製造業,25226.3020,28.9875,0.8940,1712.9960,0.0000,0.0000,0.00,504767.1122,531736.292,依法申報,是,,
111,11384806,"長春石油化學股份有限公司 苗栗廠",0002,K6801089,苗栗縣,苗栗市,福安里福星246、246-3號,1990,其他化學製品製造業,1002060.1219,1685.2425,4731.1970,1857.4368,0.0000,0.0000,0.00,74065.2949,1084399.293,依法申報,是,,
111,11384806,"長春石油化學股份有限公司 大發廠",0001,S2001314,高雄市,大寮區,高雄市大寮區建業路11號,1810,基本化學材料製造業,510979.3436,148.5700,2410.2240,0.0000,0.0000,0.0000,0.00,15353.6900,528891.828,依法申報,是,,
111,11384806,長春石油化學股份有限公司彰濱廠,0000,N15A2520,彰化縣,線西鄉,寓埔村22鄰彰濱西三路5號,1810,基本化學材料製造業,37873.8435,67.3950,65.2620,0.0000,0.0000,0.0000,0.00,11557.1504,49563.651,依法申報,是,,
111,11384708,長春人造樹脂廠股份有限公司彰濱廠,0006,N16A1755,彰化縣,伸港鄉,彰化縣伸港鄉蚵寮村線工北三路31號,1810,基本化學材料製造業,63243.0010,667.3150,420.8654,0.0000,0.0000,0.0000,0.00,28292.6160,92623.797,依法申報,是,,
111,11384708,長春人造樹脂廠股份有限公司大發二廠,0005,S2015916,高雄市,大寮區,華西路6號,1810,基本化學材料製造業,66269.4788,1318.7525,0.7450,0.0000,0.0000,0.0000,0.00,307499.3178,375088.294,依法申報,是,,
111,11384708,長春人造樹脂廠股份有限公司大發廠,0004,S2005081,高雄市,大寮區,華西路8號,1810,基本化學材料製造業,319980.6856,203.1350,1479.2124,429.0000,0.0000,0.0000,0.00,235757.3688,557849.402,依法申報,是,,
111,11384708,長春人造樹脂廠股份有限公司高雄廠,0003,S2201092,高雄市,仁武區,高雄市仁武區工業一路8、12、14號,1841,合成樹脂及塑膠製造業,24780.9979,484.4800,16.9860,4.7882,0.0000,0.0000,0.00,67738.4753,93025.727,依法申報,是,,
111,11384708,長春人造樹脂廠股份有限公司新竹廠,0001,J5901658,新竹縣,湖口鄉,新竹縣湖口鄉鳳山村中華路8號,1841,合成樹脂及塑膠製造業,174464.6203,186.3450,755.0724,789.9400,0.0000,0.0000,0.00,77607.8408,253803.819,依法申報,是,,
111,11384405,東南實業股份有限公司蘇澳總廠,0001,G3200527,宜蘭縣,蘇澳鎮,宜蘭縣蘇澳鎮新城里新城一路一二○號,1810,基本化學材料製造業,50774.1390,44.7400,52.5970,10.7249,0.0000,0.0000,0.00,6934.9500,57817.151,依法申報,是,,
111,11072509,三福氣體股份有限公司中科分公司中科三廠,0013,L92A0991,台中市,后里區,臺中市后里區馬場路一號,1810,基本化學材料製造業,0.0000,0.5275,0.0000,0.0000,0.0000,0.0000,0.00,33530.9211,33531.449,依法申報,是,,
111,11072509,三福氣體股份有限公司中科分公司中科二廠,0012,L9202231,台中市,后里區,臺中市后里區三豐路4段369號,1810,基本化學材料製造業,180.3878,0.9775,0.0894,0.6264,0.0000,0.0000,0.00,34756.9700,34939.051,依法申報,是,,
111,11072509,三福氣體股份有限公司南科分公司南科8廠,0011,D0403385,台南市,安定區,台南市安定區北園三路一○號,1810,基本化學材料製造業,196.3434,5.9325,0.0894,2.7630,0.0000,0.0000,0.00,148739.5800,148944.708,依法申報,是,,
111,11072509,"三福氣體股份有限公司 觀音三廠",0010,H53B7163,桃園市,觀音區,328桃園市觀音區工業二路2號,1810,基本化學材料製造業,3.5703,1.5150,0.0000,3.6657,0.0000,0.0000,0.00,119154.0240,119162.775,依法申報,是,,
111,11072509,三福氣體股份有限公司觀音二廠,0004,H5387833,桃園市,觀音區,328桃園市觀音區工業一路16-1號,1810,基本化學材料製造業,513.7915,9.5400,8.1056,59.8030,0.0000,0.0000,0.00,95706.5587,96297.799,依法申報,是,,
111,11072509,三福氣體股份有限公司南科廠,0002,R9001631,台南市,善化區,興農路772號乙廠、臺南市安定區蘇林里蘇厝一之四八號,1810,基本化學材料製造業,489.2421,9.0800,6.5560,13.4736,0.0000,0.0000,0.00,72953.2305,73471.582,依法申報,是,,
111,97173920,李長榮科技股份有限公司銅箔廠,0001,E5603655,高雄市,小港區,高雄市小港區中林路3-1號,2549,其他金屬加工處理業,37.0927,16.4225,0.1192,151.5872,0.0000,433.2000,0.00,60892.5406,61530.962,依法申報,是,,
111,97168665,台日古河銅箔股份有限公司,0001,P4602276,雲林縣,斗六市,斗工二路8號,2499,未分類其他基本金屬製造業,2944.9852,22.2925,1.7284,491.9827,0.0000,0.0000,0.00,50921.0985,54382.087,依法申報,是,,
111,97161348,南中石化工業股份有限公司乙二醇廠,0001,P5802323,雲林縣,麥寮鄉,中興村台塑工業園區2之1號,1820,石油化工原料製造業,9732.7251,8.3900,0.1192,0.0000,0.0000,0.0000,0.00,164656.2392,174397.474,依法申報,是,,
111,96976990,嘉惠電力股份有限公司,0001,Q6907286,嘉義縣,民雄鄉,嘉義縣民雄鄉松山村4鄰松子腳688號,3510,電力供應業,1746304.0141,786.0175,927.9720,0.0000,0.0000,0.0000,0.00,14332.8052,1762350.809,依法申報,是,,
111,96975970,麥寮汽電股份有限公司,11A0,P5801719,雲林縣,麥寮鄉,雲林縣麥寮鄉中興村台塑工業園區7號,3510,電力供應業,9578153.3724,2541.1925,44589.7400,27.2326,0.0000,2086.2000,0.00,911.8777,9628309.615,依法申報,是,,
111,96971313,中鋼鋁業股份有限公司臨海廠,0001,E5600092,高雄市,小港區,山明里東林路17號,2422,鋁鑄造業,68635.9065,144.1675,37.5182,89.7840,0.0000,0.0000,0.00,109592.7186,178500.095,依法申報,是,,
111,96933037,長生電力股份有限公司,0001,H4604568,桃園市,蘆竹區,桃園市蘆竹區海湖村濱海路一段199號,3510,電力供應業,1780599.4254,941.5300,946.0308,17.2537,0.0000,79.8000,0.00,2708.6400,1785292.680,依法申報,是,,
111,96922622,台耀化學股份有限公司蘆竹廠,0001,H4606848,桃園市,蘆竹區,桃園市蘆竹區桃園市蘆竹區和平街三六、三六之一號、油管路二段三九八號,1990,其他化學製品製造業,7031.8431,79.9700,6.9434,567.3554,0.7390,0.0000,0.00,25787.1240,33473.975,依法申報,是,,
111,94025264,中華紙漿股份有限公司花蓮廠,0001,U9500478,花蓮縣,吉安鄉,花蓮縣吉安鄉光華村光華街100號,1511,紙漿製造業,70052.9851,559.5975,3592.1218,270.6048,0.0000,0.0000,0.00,109628.6400,184103.949,依法申報,是,,
111,91004618,上評資源循環股份有限公司嘉義廠,0001,Q6900821,嘉義縣,民雄鄉,興南村工業一路10號,1513,紙板製造業,6771.4932,200.0925,300.4138,8.4590,0.0000,0.0000,0.00,15169.6252,22450.084,依法申報,是,,
111,90505585,鴻揚半導體股份有限公司,0000,O17N6560,新竹市,東區,新竹市東區研新三路三號,2611,積體電路製造業,756.9355,0.3275,85.7942,202.7750,7448.8770,2850.0000,147.78,28806.0300,40298.523,依法申報,是,,
111,89939090,晉瑜企業股份有限公司觀音廠,0004,H53A7443,桃園市,觀音區,桃園市觀音區白玉里白玉北路一六○九號,2331,水泥製造業,5064.9248,4.0600,24.1976,6.8297,0.0000,0.0000,0.00,22150.6560,27250.668,依法申報,是,,
111,89939090,晉瑜企業股份有限公司彰濱廠,0003,N16A0638,彰化縣,伸港鄉,蚵寮村線工北一路12、18號,2331,水泥製造業,7734.0798,4.9250,36.9222,3.9689,0.0000,0.0000,0.00,32736.9240,40516.820,依法申報,是,,
111,89528054,台灣鋼聯股份有限公司,0001,N1607141,彰化縣,伸港鄉,蚵寮村彰濱工業區線工北一路36號,1810,基本化學材料製造業,76263.2411,9.0950,10.6386,1.2870,0.0000,0.0000,0.00,9954.2651,86238.527,依法申報,是,,
111,89480404,中聯油脂股份有限公司台中港廠,0001,L8901039,台中市,清水區,台中市清水區海濱里北堤路一之八號,0840,食用油脂製造業,31073.9460,26.3800,18.8634,59.5207,0.0000,0.0000,0.00,15984.6604,47163.371,依法申報,是,,
111,89406518,台塑勝高科技股份有限公司麥寮矽晶圓廠,0001,P5801871,雲林縣,麥寮鄉,台塑工業園區10號,2611,未分類其他電子零組件製造業,64.3294,147.7250,3504.6886,2177.0556,0.0000,20.5200,0.00,224035.6542,229949.973,依法申報,是,,
111,89397503,臺鹽實業股份有限公司通霄精鹽廠,0001,K7000504,苗栗縣,通霄鎮,苗栗縣通霄鎮內島里122號,0897,調理食品製造業,24226.3253,44.5900,13.4994,33.9310,0.0000,0.0000,0.00,1003.5630,25321.909,依法申報,是,,
111,89392269,遠東先進纖維股份有限公司,0001,H5302143,桃園市,觀音區,桃園市觀音區樹林里工業五路一七號,1850,人造纖維製造業,3842.9605,7.4875,3.9634,0.0000,0.0000,0.0000,0.00,21940.8600,25795.271,依法申報,是,,
111,89390656,南亞科技股份有限公司三廠,0002,F1606662,新北市,泰山區,新北市泰山區南林路98號,2611,積體電路製造業,10363.0229,126.0600,1930.8314,4837.0860,18773.7138,1187.2446,22569.84,370856.0170,430643.816,依法申報,是,,
111,89356756,東欣實業股份有限公司,0000,H5302107,桃園市,觀音區,草漯里源遠街六、八、七之一號,1140,印染整理業,21352.5723,17.9600,96.3434,0.0000,0.0000,0.0000,0.00,4712.3659,26179.242,依法申報,是,,
111,89004161,華泰電子股份有限公司封裝測試大樓工廠,0002,E49A1492,高雄市,楠梓區,經三路80號及80號地下一層,2611,積體電路製造業,7.1813,130.6500,0.0596,0.0000,0.0000,0.0000,0.00,31283.2080,31421.099,依法申報,是,,
111,89004161,華泰電子股份有限公司企業總部大樓工廠,0001,E4901947,高雄市,楠梓區,中三街9號,2699,未分類其他電子零組件製造業,61.1459,46.0225,1.0132,98.0384,0.0000,0.0000,0.00,36995.1120,37201.332,依法申報,是,,
111,89002500,台灣恩智浦半導體股份有限公司,0001,E4900397,高雄市,楠梓區,楠梓加工出口區經5路10號,2613,半導體封裝及測試業,38.2331,218.2475,0.2086,808.5609,0.0000,0.0000,0.00,67486.6170,68551.867,依法申報,是,,
